TICKER,COMPANY,SECTOR,YEAR,TOBIN_Q_RATIO,ESG_SCORE,E_ENVIRONMENTAL_SCORE,E_SUSTAINABLE_PRODUCT_ISSUE_SCORE,E_ENVIRON_AIR_QUALITY_ISSUE_SCORE,E_CLIMATE_EXPOS_ISSUE_SCORE,E_ECOLOGICAL_IMPACT_ISSUE_SCORE,E_ENERGY_MANAGEMENT_ISSUE_SCORE,E_GHG_EMISSIONS_MNGT_ISSUE_SCORE,E_WATER_MANAGEMENT_ISSUE_SCORE,E_WASTE_MANAGEMENT_ISSUE_SCORE,S_SOCIAL_SCORE,S_SOCIAL_SPPL_CHN_MGMT_ISSUE_SCORE,S_LABOR_EMPLYMNT_PRACT_ISSUE_SCORE,S_PRODUCT_QUALITY_MNGT_ISSUE_SCORE,S_DATA_SEC_CSTMR_PRIVCY_ISSUE_SCR,S_COMM_RIGHTS_RELATION_ISSUE_SCORE,G_GOVERNANCE_SCORE,G_BOARD_COMPOSITION_SCORE,G_EXECUTIVE_COMPENSATION_SCORE,G_SHAREHOLDER_RIGHTS_THEME_SCR,G_AUDIT_THEME_SCORE,FUND_CRNCY_ADJ_MKT_CAP,FUND_TOT_DEBT_TO_TOT_EQY,FUND_BS_TOT_ASSET,FUND_NET_DEBT_EBITDA_ADJUSTED,FUND_RETURN_ON_ASSET,FUND_RETURN_COM_EQY,MACRO_INFLATION,MACRO_UNEMPLOYMENT,MACRO_GDP_GROWTH,MACRO_PMI
BBRI IJ Equity,BANK RAKYAT INDONESIA PERSER,Financials,2022,1.2395935900910489,2.9600000381469727,0.5265164375305176,,0.5265164375305176,,,,,,,3.9094362258911133,,4.383033275604248,,9.814241409301758,,4.6258063316345215,6.91633939743042,2.325472116470337,,4.07827615737915,38484.126635697976,53.664997077064314,120309.4737860321,,2.8879296458258583,17.404009843774592,5.51,5.86,5.307,50.9
BRIS IJ Equity,BANK SYARIAH INDONESIA TBK P,Financials,2022,1.0850467846412921,2.240000009536743,0.0,,0.9324995875358582,,,,,,,2.1343843936920166,,4.456429481506348,,1.0,,6.026831150054932,5.1005778312683105,5.155618190765381,7.136406421661377,8.101945877075195,7602.3318301043755,13.54422140053561,19715.447088411685,,1.4921396696056002,14.559860548593473,5.51,5.86,5.307,50.9
BRPT IJ Equity,BARITO PACIFIC TBK PT,Materials,2022,1.321720870002581,3.2100000381469727,3.3752944469451904,0.0,3.3752944469451904,0.0,7.949489593505859,2.7830703258514404,3.822190761566162,7.414254665374756,5.2452006340026855,2.5120952129364014,,,1.0,,0.0,3.6919901371002197,4.698672294616699,0.0,7.136406421661377,4.979921817779541,5464.725217116523,106.67893281302518,9248.254,6.618670199261268,0.019026701471432497,0.1056502460317341,5.51,5.86,5.307,50.9
BREN IJ Equity,BARITO RENEWABLES ENERGY TBK,Utilities,2022,,,,,,,,,,,,,,,,,,,,,,,78190.9941097479,475.76907692378416,3393.7219999999998,3.565461712169325,2.666208673853331,26.49970701605668,5.51,5.86,5.307,50.9
BYAN IJ Equity,BAYAN RESOURCES TBK PT,Energy,2022,11.9610457986729,,,,,,,,,,,,,,,,,,,,,,41659.03888939755,0.0,3945.458865,-0.07272909732877975,68.29961453850689,117.9234781121424,5.51,5.86,5.307,50.9
BRMS IJ Equity,BUMI RESOURCES MINERALS TBK,Materials,2022,1.269518533066321,,,,1.7595707178115845,5.0,,0.0,3.463014602661133,3.0,0.0,,,,,,,,,,,,3548.279102641762,6.668768767461129,1080.234251,2.1668165574843443,1.3253722150715044,1.2139461006431818,5.51,5.86,5.307,50.9
BUMI IJ Equity,BUMI RESOURCES TBK PT,Energy,2022,1.507312124781637,4.889999866485596,5.365860939025879,,5.365860939025879,8.355714797973633,7.352409362792969,5.6009368896484375,6.240668773651123,4.285988807678223,4.01262092590332,5.017941951751709,,4.994948387145996,,,3.0,4.034534454345703,5.338586807250977,1.2411177158355713,5.746394157409668,4.098842620849609,2810.5712394819016,8.712114962038738,4488.046969,2.0778643134121766,12.058869019426727,,5.51,5.86,5.307,50.9
TPIA IJ Equity,CHANDRA ASRI PACIFIC TBK PT,Materials,2022,3.3392544726970153,3.7899999618530273,2.573335886001587,5.0,2.573335886001587,0.0,0.0,3.285682439804077,1.4685932397842407,6.5178656578063965,7.317721843719482,4.79680871963501,,,1.0,,10.0,5.091659069061279,4.657059192657471,3.110384464263916,7.7601470947265625,5.717126369476318,35643.83381706647,52.368369153745,4929.871,15.897960243801077,-3.013988508032556,-5.2154233368030045,5.51,5.86,5.307,50.9
CPIN IJ Equity,CHAROEN POKPHAND INDONESI PT,Consumer Staples,2022,2.664800855360098,3.009999990463257,2.8725435733795166,0.0,2.8725435733795166,0.0,5.131218910217285,6.561893939971924,1.3593083620071411,5.644782543182373,,3.073448896408081,0.0,,5.692196846008301,,10.0,3.1573398113250732,3.1600046157836914,0.5355722308158875,5.200429916381836,5.824066162109375,4534.147592016114,35.48894311414797,2569.648868253047,1.2738635074482585,7.778462327659313,11.384191595494137,5.51,5.86,5.307,50.9
MDIY IJ Equity,DAYA INTIGUNA YASA TBK PT,Consumer Discretionary,2022,,,,,,,,,,,,,,,,,,,,,,,2575.4688762741866,254.96401707939617,180.5120913136003,,4.160356305790924,22.397890233026388,5.51,5.86,5.307,50.9
MTEL IJ Equity,DAYAMITRA TELEKOMUNIKASI TBK,Communication Services,2022,1.5763321455216608,1.8899999856948853,0.7096297144889832,0.0,0.7096297144889832,0.0,0.0,,2.8865976333618164,,,2.2644054889678955,,,0.0,,,3.9030861854553223,4.452629566192627,1.6529130935668945,5.200429916381836,4.979921817779541,3366.2552638124885,51.79503607462668,3615.8869390597793,2.5907109775171824,3.137205250609715,5.292771876797773,5.51,5.86,5.307,50.9
DCII IJ Equity,DCI INDONESIA TBK PT,Information Technology,2022,27.789287102758482,3.1500000953674316,4.01943826675415,0.0,4.01943826675415,0.0,3.0,3.6008143424987793,,7.041035175323486,,1.0862864255905151,,,,0.0,0.0,4.252727031707764,7.243337154388428,0.9030200242996216,5.746394157409668,2.8096396923065186,5994.648787157419,81.92256230613609,207.49106854968724,0.6905750223210789,11.848333523106202,26.27301170544017,5.51,5.86,5.307,50.9
DSSA IJ Equity,DIAN SWASTATIKA SENTOSA TBK,Energy,2022,0.9825421135673941,,,,,,,,,,,,,,,,,,,,,,17437.726462796803,53.53503915923113,6497.181277,0.2697846243284365,12.317367551889719,32.135982333109276,5.51,5.86,5.307,50.9
BELI IJ Equity,GLOBAL DIGITAL NIAGA TBK PT,Consumer Discretionary,2022,4.232806217438431,,,,,,,,,,,,,,,,,,,,,,3598.2530502014283,5.094517972839821,907.7702972850971,,-33.90119486551079,-55.20814523397354,5.51,5.86,5.307,50.9
GEMS IJ Equity,GOLDEN ENERGY MINES TBK PT,Energy,2022,2.8800226589046205,,,,,,,,,,,,,,,,,,,,,,3805.953842397607,23.823855118114263,1129.086804,-0.13514046039669717,69.49256529424457,157.01447271447904,5.51,5.86,5.307,50.9
GOTO IJ Equity,GOTO GOJEK TOKOPEDIA TBK PT,Consumer Discretionary,2022,0.7891622468394531,1.8600000143051147,2.4852092266082764,,2.4852092266082764,,,3.5202994346618652,,1.2589080333709717,,0.5597221851348877,,0.0,,1.2398529052734375,,4.065237045288086,2.2693705558776855,2.670944929122925,7.7601470947265625,6.0608696937561035,5816.492692278582,1.9896426551088764,8977.659766557039,,-26.886819523659778,-29.838252798887567,5.51,5.86,5.307,50.9
HMSP IJ Equity,HM SAMPOERNA TBK PT,Consumer Staples,2022,2.269224939306761,2.950000047683716,3.3029987812042236,0.0,3.3029987812042236,,,8.91452693939209,,,,2.5515172481536865,3.0,,,,,3.523688793182373,4.181656837463379,0.9030200242996216,5.200429916381836,4.829954624176025,4366.454086156382,1.7203553773623217,3533.0490746114656,-0.6218206951527764,11.723943713151463,22.04871156429564,5.51,5.86,5.307,50.9
ICBP IJ Equity,INDOFOOD CBP SUKSES MAKMUR T,Consumer Staples,2022,1.6946810342219822,3.799999952316284,4.442530155181885,3.0,4.442530155181885,,,5.986328125,,7.953421592712402,3.560218095779419,2.808945417404175,1.0,,1.5209856033325195,,,4.017744541168213,3.3375988006591797,2.9171133041381836,7.136406421661377,3.09900164604187,7776.740822804126,80.03287177926849,7435.708776681498,1.1552878175623595,3.931374609012924,13.032215975320828,5.51,5.86,5.307,50.9
INDF IJ Equity,INDOFOOD SUKSES MAKMUR TBK P,Consumer Staples,2022,1.0288446324071001,4.210000038146973,4.524697303771973,3.0,4.524697303771973,,,5.976823806762695,,6.987208366394043,5.159821510314941,3.846695899963379,1.0,,5.078503131866455,,,4.1737961769104,1.6827354431152344,3.0920979976654053,7.136406421661377,9.307317733764648,4059.80166865043,70.75214115568436,11635.603275939897,0.771360230406689,3.535725955987173,12.422591078795053,5.51,5.86,5.307,50.9
DNET IJ Equity,INDORITEL MAKMUR INTERNASION,Communication Services,2022,3.4623663030088774,,,,,,,,,,,,,,,,,,,,,,7835.268265885369,48.83822878298229,1219.9749790417231,3.95146333092305,6.963288127392424,11.20813326072859,5.51,5.86,5.307,50.9
ISAT IJ Equity,INDOSAT TBK PT,Communication Services,2022,1.188672928910376,2.2699999809265137,1.1849491596221924,0.0,1.1849491596221924,0.0,,1.5541318655014038,,,10.0,2.1410837173461914,,3.9067978858947754,,0.5924234390258789,,3.830595016479492,3.952691078186035,2.2419135570526123,5.200429916381836,4.323622703552246,4626.100577183666,178.47117450927823,7329.421938479396,1.9457704465177963,5.3355494043545715,25.175802726673513,5.51,5.86,5.307,50.9
KLBF IJ Equity,KALBE FARMA TBK PT,Health Care,2022,3.8004917568947265,3.9600000381469727,3.988865852355957,,3.988865852355957,,,3.6207025051116943,,,4.3711395263671875,3.2765209674835205,0.0,4.769615173339844,6.058117866516113,,,5.193385124206543,6.826658725738525,1.9701775312423706,7.7601470947265625,4.100785732269287,3533.5882198528966,5.284429329124754,1756.710712947314,-0.7595763937935,12.785261516413101,16.925967302047358,5.51,5.86,5.307,50.9
MYOR IJ Equity,MAYORA INDAH PT,Consumer Staples,2022,2.9423611323102232,2.9700000286102295,3.061577558517456,3.0,3.061577558517456,,,4.267867088317871,,6.434345245361328,0.0,1.659658670425415,1.0,,3.0,,,4.409006118774414,3.0592448711395264,2.9385082721710205,5.746394157409668,8.985942840576172,3561.997575672953,43.079934856220156,1436.5229054885535,0.9074203049159477,9.206229869781495,16.357610976453902,5.51,5.86,5.307,50.9
MBMA IJ Equity,MERDEKA BATTERY MATERIALS TB,Materials,2022,,2.630000114440918,3.556108236312866,,3.556108236312866,5.0,2.0,1.9179060459136963,4.848945140838623,7.873202800750732,1.0974937677383423,2.166590690612793,,0.0,,,0.19915100932121277,1.8493088483810425,0.7777777910232544,0.0,5.200429916381836,4.385817050933838,2781.790099359092,39.458577941814575,2421.567874,2.5970626135520933,1.789153860058519,4.526792617592944,5.51,5.86,5.307,50.9
MDKA IJ Equity,MERDEKA COPPER GOLD TBK PT,Materials,2022,2.3889751089452886,3.390000104904175,4.478425979614258,,4.478425979614258,2.5,3.4893300533294678,4.754954814910889,5.260219573974609,6.265124797821045,4.263644218444824,2.223034143447876,,0.0,,,1.7639076709747314,3.7109885215759277,2.0656557083129883,3.3176701068878174,5.746394157409668,5.710114479064941,2390.0857006409083,69.72604333958424,3876.665735,3.364461909868541,2.2665477667616596,6.643694652406622,5.51,5.86,5.307,50.9
MSIN IJ Equity,MNC DIGITAL ENTERTAINMENT TB,Communication Services,2022,9.117160801360361,2.130000114440918,3.0710015296936035,,3.0710015296936035,,,3.0710015296936035,,,,0.7745170593261719,,2.0,,0.0,,4.443592071533203,7.45874547958374,0.8875985145568848,6.33203649520874,2.863804817199707,2761.157242102179,176.7171076820444,421.55697426968464,-0.6176407837009436,5.670048599200736,10.43901847031362,5.51,5.86,5.307,50.9
PANI IJ Equity,PANTAI INDAH KAPUK DUA TBK P,Materials,2022,1.3819422088054563,3.2899999618530273,1.9641425609588623,0.0,1.9641425609588623,0.0,,5.578287601470947,2.1535518169403076,1.2273621559143066,,6.742588520050049,,6.742588520050049,,,,4.295539855957031,4.419577121734619,2.9399685859680176,6.33203649520874,3.369386911392212,15999.37863257645,20.382844521875906,1806.2766834332879,-3.297140116376598,0.6691082665848754,10.511792581118481,5.51,5.86,5.307,50.9
PGAS IJ Equity,PERUSAHAAN GAS NEGARA TBK PT,Utilities,2022,1.0162815681146402,2.2899999618530273,0.29712069034576416,1.5,0.29712069034576416,,0.0,,0.0,,,4.151334762573242,,,,,,4.823031425476074,5.9554595947265625,2.904259204864502,,5.837772846221924,2434.064639102728,64.10765068535052,7194.859982,0.059107429452684795,4.436882045365768,12.646059263798817,5.51,5.86,5.307,50.9
CUAN IJ Equity,PETRINDO JAYA KREASI TBK PT,Energy,2022,,1.6799999475479126,0.9310977458953857,,0.9310977458953857,0.0,,3.8255271911621094,3.0,0.0,0.000117447656521108,1.2673267126083374,,0.0,,,0.19915100932121277,3.773613691329956,4.609399795532227,0.0,6.924727916717529,6.1526970863342285,9417.990615271929,0.0,112.28928735764492,0.5994436314177444,39.00880403692427,70.3241639951047,5.51,5.86,5.307,50.9
SILO IJ Equity,SILOAM INTERNATIONAL HOSPITA,Health Care,2022,1.969811664084658,3.549999952316284,1.0397783517837524,,1.0397783517837524,0.0,,0.14451515674591064,,,3.0679736137390137,3.816432237625122,,4.788602352142334,0.0,9.814241409301758,,5.265523910522461,6.407333850860596,3.109180212020874,6.33203649520874,4.976223945617676,2429.2707379600806,7.267653962217219,623.3057328948216,-0.061072549432249684,7.343148974690308,10.397274267434742,5.51,5.86,5.307,50.9
SMMA IJ Equity,SINAR MAS MULTIARTHA PT,Financials,2022,1.5131657441590254,1.0,0.0,,0.0,,,,,,,0.6172508597373962,,3.467365264892578,0.0,1.0,,3.462583541870117,3.014397144317627,2.9399685859680176,5.200429916381836,2.8113160133361816,6024.464573857047,45.216624583000005,7377.752176436447,-1.5151573738369932,0.7283327406351524,4.072405684731409,5.51,5.86,5.307,50.9
AMRT IJ Equity,SUMBER ALFARIA TRIJAYA TBK P,Consumer Staples,2022,4.213996864041962,2.9000000953674316,0.6516586542129517,0.0,0.6516586542129517,,,0.9863912463188171,7.9329047203063965,,0.0,3.3380684852600098,3.0,1.9765751361846924,5.01686429977417,2.0,,5.178496360778809,5.834731101989746,2.853874444961548,7.136406421661377,4.976223945617676,7020.867344747605,26.64951687308839,1982.7346359708517,-0.2576192367886748,9.82607410676449,27.931603432007517,5.51,5.86,5.307,50.9
TLKM IJ Equity,TELKOM INDONESIA PERSERO TBK,Communication Services,2022,1.8802047743030321,3.6500000953674316,1.9226244688034058,0.0,1.9226244688034058,0.0,,3.191798686981201,,,10.0,4.336015701293945,,4.913473129272461,,4.476492404937744,,4.503357410430908,3.4883482456207275,4.403817653656006,,7.452170372009277,15660.815540133064,42.23513017378837,17746.30811891404,0.613652442035853,7.514084609034426,16.542582023403373,5.51,5.86,5.307,50.9
TBIG IJ Equity,TOWER BERSAMA INFRASTRUCTURE,Communication Services,2022,1.9517345880622814,2.940000057220459,2.3490428924560547,,2.3490428924560547,0.0,7.937877655029297,,3.0946884155273438,,,3.222114324569702,,,0.0,,,3.622947931289673,3.3992221355438232,1.553083896636963,5.746394157409668,4.9785614013671875,2862.722874391137,271.2291775847056,2781.9673695750307,5.528096834113582,3.8526555391109016,16.708100757587815,5.51,5.86,5.307,50.9
NCKL IJ Equity,TRIMEGAH BANGUN PERSADA TBK,Materials,2022,,2.8399999141693115,3.8340728282928467,,3.8340728282928467,5.0,2.0,4.7928643226623535,2.9847874641418457,4.752840995788574,4.080331325531006,1.4778281450271606,,0.0,,,1.5,3.3094074726104736,4.328161716461182,1.5529195070266724,5.200429916381836,1.7013078927993774,2830.8289690532874,59.21219922312558,2231.5533191275554,0.32064461436800995,16.785556470737585,61.711140961206866,5.51,5.86,5.307,50.9
UNVR IJ Equity,UNILEVER INDONESIA TBK PT,Consumer Staples,2022,10.57018522758402,4.889999866485596,3.2491495609283447,2.0,3.2491495609283447,,,6.7417707443237305,,3.7332282066345215,,6.282250881195068,3.0,7.130804061889648,6.827040672302246,,,5.361217021942139,6.314576625823975,2.9297168254852295,7.136406421661377,4.979921817779541,4156.610510895441,32.12268616270762,1181.2803250145096,,28.698808660183104,128.98346762196422,5.51,5.86,5.307,50.9
UNTR IJ Equity,UNITED TRACTORS TBK PT,Energy,2022,1.0711946821450329,3.890000104904175,2.753014087677002,,2.753014087677002,,3.0,0.9832739233970642,3.2870094776153564,3.0,7.451875686645508,4.219023704528809,,3.742156982421875,,,0.0,5.259826183319092,4.836643695831299,2.724099636077881,7.814576148986816,7.263166427612305,5959.609789708845,3.3538584682310244,9059.0197975108,-0.08269069785298515,16.602229052106853,27.411422528660225,5.51,5.86,5.307,50.9
INCO IJ Equity,VALE INDONESIA TBK,Materials,2022,1.8256446267808266,4.329999923706055,5.102393627166748,,5.102393627166748,5.0,8.465731620788574,6.01950740814209,3.1387946605682373,6.509995460510254,4.231916427612305,2.4475526809692383,,0.0,,,1.7639076709747314,5.956978797912598,5.813131809234619,2.934814453125,8.4633207321167,8.339553833007812,2309.5786166794846,0.243504701076109,2658.116,-2.749874735502662,7.811467051677042,8.888497591934396,5.51,5.86,5.307,50.9
ADMR IJ Equity,ADARO MINERALS INDONESIA TBK,Materials,2021,,1.1699999570846558,0.49085551500320435,,0.49085551500320435,0.0,1.5,0.0,0.0,0.0,3.068467140197754,0.7416686415672302,,0.0,,,0.0,3.180513381958008,2.393230438232422,1.553086519241333,6.33203649520874,3.651547431945801,2620.5022938160064,308.999829067786,965.7025249999999,1.8305657998714628,17.036479219140517,67.48776447452235,1.87,6.49,3.703,53.5
ADRO IJ Equity,ALAMTRI RESOURCES INDONESIA,Energy,2021,1.1033935596554922,4.739999771118164,6.130638599395752,,5.645320415496826,6.2375264167785645,8.217341423034668,4.297701835632324,6.9716668128967285,5.540591716766357,2.8064818382263184,4.180602073669434,,8.368636131286621,,,0.34239599108695984,3.2460062503814697,2.6456902027130127,1.5483531951904297,5.746394157409668,4.248311519622803,4525.2661509675845,36.052477225139995,7586.936,-0.760826076478618,13.36567085003102,23.786690041611138,1.87,6.49,3.703,53.5
AMMN IJ Equity,AMMAN MINERAL INTERNASIONAL,Materials,2021,,2.859999895095825,3.459789514541626,,3.459789514541626,0.0,2.2690377235412598,5.890510559082031,0.5049364566802979,5.193915843963623,0.7064645886421204,2.8096983432769775,,0.0,,,0.0,2.202763557434082,2.6775553226470947,0.0,5.746394157409668,1.141319990158081,36301.165055808546,73.74168589738194,5202.982999999999,1.5327412723630818,6.365361818088551,14.090086710892436,1.87,6.49,3.703,53.5
ASII IJ Equity,ASTRA INTERNATIONAL TBK PT,Industrials,2021,1.1598189351748247,3.119999885559082,3.762742519378662,3.0,3.762742519378662,,,5.107393741607666,,,2.838160276412964,1.6224027872085571,,,3.0,2.0,,4.890454292297363,4.559414863586426,2.669671058654785,6.33203649520874,7.805540084838867,12060.29786479458,33.618254759641026,25796.123323267086,0.8085223084965976,5.725187593725993,12.325343667515982,1.87,6.49,3.703,53.5
BBCA IJ Equity,BANK CENTRAL ASIA TBK PT,Financials,2021,1.5675891419988077,3.9600000381469727,0.699618935585022,,0.699618935585022,,,,,,,6.394294738769531,,7.135318756103516,,9.814241409301758,,4.42724084854126,3.211973190307617,3.586759090423584,5.200429916381836,8.101991653442383,73373.52649410903,6.105042681663784,86266.21813329589,,2.7277621676914205,16.226141329273432,1.87,6.49,3.703,53.5
BNGA IJ Equity,BANK CIMB NIAGA TBK PT,Financials,2021,0.9378353968659593,3.950000047683716,2.400392532348633,,2.400392532348633,,,,,,,4.1731367111206055,,6.039297580718994,,9.814241409301758,,5.345093250274658,6.457009315490723,3.2280256748199463,5.200429916381836,7.061378479003906,2659.109433001648,28.3578442862484,21826.45972329518,,1.3858807513179583,9.714596846683003,1.87,6.49,3.703,53.5
BMRI IJ Equity,BANK MANDIRI PERSERO TBK PT,Financials,2021,1.071220006829734,1.9199999570846558,0.0,,0.0,,,,,,,1.7399078607559204,,6.336745738983154,,1.0,,5.265550136566162,5.447585105895996,3.582869052886963,,8.102027893066406,33473.73990144069,52.88308452517059,121189.06720977598,,1.715532101850819,14.225140316671961,1.87,6.49,3.703,53.5
MEGA IJ Equity,BANK MEGA TBK PT,Financials,2021,1.3000731029157342,1.7699999809265137,0.0,,0.0,,,,,,,1.5508708953857422,,6.280154228210449,,1.0,,4.974172592163086,6.546717643737793,2.3500232696533203,6.33203649520874,4.385817050933838,2737.948065093706,66.63423431442112,9332.073179296302,,3.2707830822187165,21.46061852592164,1.87,6.49,3.703,53.5
BBNI IJ Equity,BANK NEGARA INDONESIA PERSER,Financials,2021,1.0020453715180417,2.140000104904175,0.08427222073078156,,1.068934679031372,,,,,,,2.230921506881714,,5.439035892486572,,2.0,,5.049322128295898,6.649893760681152,1.448132872581482,,9.407157897949219,10245.889025212135,54.29686728444473,67760.21434089473,,1.1742984700295387,9.317724484203652,1.87,6.49,3.703,53.5
PNBN IJ Equity,BANK PAN INDONESIA TBK PT,Financials,2021,0.8684218521476663,2.440000057220459,2.2782552242279053,,2.2782552242279053,,,,,,,1.0473099946975708,,1.0620914697647095,,1.0,,5.780318260192871,5.555059909820557,2.6220569610595703,9.0903959274292,7.503416538238525,2676.2417263903303,36.589487870569975,14359.332958775196,,0.9767234479386208,4.602425116102628,1.87,6.49,3.703,53.5
BNLI IJ Equity,BANK PERMATA TBK PT,Financials,2021,1.0807435680207704,3.440000057220459,0.08427222073078156,,0.08427222073078156,,,,,,,5.277048110961914,,8.123595237731934,,9.814241409301758,,5.306775093078613,5.275518417358398,2.515354871749878,7.136406421661377,8.075786590576172,2683.618327135096,34.336712349457024,16460.358311679192,,0.5698275206118296,3.434817009122028,1.87,6.49,3.703,53.5
BBRI IJ Equity,BANK RAKYAT INDONESIA PERSER,Financials,2021,1.1990986746165526,2.799999952316284,0.2862977981567383,,0.2862977981567383,,,,,,,3.8748791217803955,,4.179436683654785,,9.814241409301758,,4.4395432472229,6.28881311416626,2.4442853927612305,,4.140085697174072,38488.82526540748,57.23513185332397,117852.21813329589,,1.9478083323228688,12.781645732042918,1.87,6.49,3.703,53.5
BRIS IJ Equity,BANK SYARIAH INDONESIA TBK P,Financials,2021,1.1816743941698076,2.2300000190734863,0.0,,0.3794267177581787,,,,,,,2.135784864425659,,4.466913223266602,,1.0,,5.94263219833374,5.437554836273193,4.394869804382324,7.136406421661377,8.102034568786621,7603.2600190830835,7.116189720497383,18631.15956176698,,1.1995964787848958,12.952926336566062,1.87,6.49,3.703,53.5
BRPT IJ Equity,BARITO PACIFIC TBK PT,Materials,2021,1.414979381239892,2.690000057220459,1.9839016199111938,0.0,1.9839016199111938,0.0,0.0,1.8469889163970947,0.34239599108695984,7.509842872619629,4.53640079498291,2.397456645965576,,,1.0,,0.0,4.381525993347168,4.762885570526123,1.5523462295532227,7.136406421661377,4.979921817779541,5465.392419999999,72.50087900368035,9241.551,6.618670199261268,1.2889324275270087,7.078129931022047,1.87,6.49,3.703,53.5
BREN IJ Equity,BARITO RENEWABLES ENERGY TBK,Utilities,2021,,,,,,,,,,,,,,,,,,,,,,,78200.54065685856,160.7045102576156,3441.9019999999996,3.565461712169325,2.541984056687334,18.839503066175787,1.87,6.49,3.703,53.5
BYAN IJ Equity,BAYAN RESOURCES TBK PT,Energy,2021,2.8525313218115036,,,,,,,,,,,,,,,,,,,,,,41664.12515261584,0.0,2433.712191,-0.07272909732877975,59.83878591287802,92.16859087876014,1.87,6.49,3.703,53.5
BRMS IJ Equity,BUMI RESOURCES MINERALS TBK,Materials,2021,0.9619014462526295,,,,1.0626122951507568,5.0,,0.0,0.19915100932121277,3.0,0.0,,,,,,,,,,,,3548.712321505402,5.215667999681746,980.443926,2.1668165574843443,8.813255480027482,7.542481188784758,1.87,6.49,3.703,53.5
BUMI IJ Equity,BUMI RESOURCES TBK PT,Energy,2021,1.196385332933573,4.849999904632568,5.461705684661865,,5.461705684661865,7.826722145080566,6.809752464294434,5.526318550109863,6.748624324798584,4.342010021209717,4.565250396728516,5.151975631713867,,4.696682453155518,,,3.0,3.634155511856079,4.855900287628174,0.5355722308158875,5.746394157409668,4.32371187210083,2810.914389624076,242.91809991130796,4223.787286,2.0778643134121766,4.391289603181287,,1.87,6.49,3.703,53.5
TPIA IJ Equity,CHANDRA ASRI PACIFIC TBK PT,Materials,2021,2.637481433010052,3.75,2.4683971405029297,5.0,2.4683971405029297,0.0,0.0,3.2464044094085693,1.432172179222107,7.172308921813965,7.47988748550415,4.798915863037109,,,1.0,,10.0,5.149693012237549,5.126604080200195,3.110384464263916,7.7601470947265625,4.979921817779541,35648.1856678469,36.70684664678811,4993.06,15.897960243801077,3.540005219659506,6.411842751946403,1.87,6.49,3.703,53.5
CPIN IJ Equity,CHAROEN POKPHAND INDONESI PT,Consumer Staples,2021,3.0434663370540207,2.9000000953674316,2.451127529144287,0.0,2.451127529144287,0.0,5.131218910217285,5.203537464141846,1.0430768728256226,5.851953983306885,,3.196753740310669,0.0,,5.692196846008301,,10.0,3.1715786457061768,3.1982336044311523,0.5355722308158875,5.200429916381836,5.831519603729248,4534.701178194249,24.979901589658116,2489.363789591966,1.2738635074482585,10.87288464039416,14.941558010295344,1.87,6.49,3.703,53.5
MDIY IJ Equity,DAYA INTIGUNA YASA TBK PT,Consumer Discretionary,2021,,,,,,,,,,,,,,,,,,,,,,,2575.7833221415053,280.86952201347526,148.9302619565981,,,,1.87,6.49,3.703,53.5
MTEL IJ Equity,DAYAMITRA TELEKOMUNIKASI TBK,Communication Services,2021,1.6179327078920134,1.559999942779541,0.4458194077014923,0.0,0.4458194077014923,0.0,0.0,,1.6877260208129883,,,1.5225942134857178,,,0.0,,,4.176083564758301,4.68379545211792,1.5159375667572021,6.33203649520874,4.979921817779541,3366.6662588999448,59.320650696412315,4054.2396436547515,2.5907109775171824,3.327340068998862,6.606612182043838,1.87,6.49,3.703,53.5
DCII IJ Equity,DCI INDONESIA TBK PT,Information Technology,2021,35.63358126619319,2.7699999809265137,3.1189849376678467,0.0,4.103518486022949,0.0,3.0,3.7891275882720947,,7.041035175323486,,1.0862864255905151,,,,0.0,0.0,4.271974086761475,7.277886390686035,0.9030200242996216,5.746394157409668,2.863804817199707,5995.380689823576,114.02835004452842,210.09993679331416,0.6905750223210789,9.633587912831931,27.025202752849292,1.87,6.49,3.703,53.5
DSSA IJ Equity,DIAN SWASTATIKA SENTOSA TBK,Energy,2021,1.3428726129218296,,,,,,,,,,,,,,,,,,,,,,17439.855481350347,34.82337630329944,3081.120556,0.2697846243284365,4.015063166384778,8.120017201795699,1.87,6.49,3.703,53.5
BELI IJ Equity,GLOBAL DIGITAL NIAGA TBK PT,Consumer Discretionary,2021,,,,,,,,,,,,,,,,,,,,,,,3598.6923705176728,54.98238532863318,1291.4849357398696,,-24.37398649195639,-54.157433650388484,1.87,6.49,3.703,53.5
GEMS IJ Equity,GOLDEN ENERGY MINES TBK PT,Energy,2021,4.574096948742451,,,,,,,,,,,,,,,,,,,,,,3806.418521457786,36.150567916204835,829.026937,-0.13514046039669717,42.368644449294344,105.20692713088576,1.87,6.49,3.703,53.5
GOTO IJ Equity,GOTO GOJEK TOKOPEDIA TBK PT,Consumer Discretionary,2021,,1.590000033378601,2.264970064163208,,2.264970064163208,,,2.959789752960205,,1.4025870561599731,,0.2363446205854416,,0.0,,0.412249892950058,,4.038283348083496,2.076544761657715,3.8209550380706787,7.7601470947265625,4.206291198730469,5817.202843391735,1.7133763901260413,10895.2196783482,,-23.09467178014476,-26.6665425024819,1.87,6.49,3.703,53.5
